660,1.616100e-001,6.100000e-002,1.190600e-005
665,1.182000e-001,4.432700e-002,8.148900e-006
670,8.575300e-002,3.200000e-002,5.600600e-006
675,6.307700e-002,2.345400e-002,3.954400e-006
680,4.583400e-002,1.700000e-002,2.791200e-006
685,3.205700e-002,1.187200e-002,1.917600e-006
690,2.218700e-002,8.210000e-003,1.313500e-006
695,1.561200e-002,5.772300e-003,9.151900e-007
700,1.109800e-002,4.102000e-003,6.476700e-007
705,7.923300e-003,2.929100e-003,4.635200e-007
710,5.653100e-003,2.091000e-003,3.330400e-007
715,4.003900e-003,1.482200e-003,2.382300e-007
720,2.825300e-003,1.047000e-003,1.702600e-007
725,1.994700e-003,7.401500e-004,1.220700e-007
730,1.399400e-003,5.200000e-004,8.710700e-008
735,9.698000e-004,3.609300e-004,6.145500e-008
740,6.684700e-004,2.492000e-004,4.316200e-008
745,4.614100e-004,1.723100e-004,3.037900e-008
750,3.207300e-004,1.200000e-004,2.155400e-008
755,2.257300e-004,8.462000e-005,1.549300e-008
760,1.597300e-004,6.000000e-005,1.120400e-008
765,1.127500e-004,4.244600e-005,8.087300e-009
770,7.951300e-005,3.000000e-005,5.834000e-009
775,5.608700e-005,2.121000e-005,4.211000e-009
780,3.954100e-005,1.498900e-005,3.038300e-009
785,2.785200e-005,1.058400e-005,2.190700e-009
790,1.959700e-005,7.465600e-006,1.577800e-009
795,1.377000e-005,5.259200e-006,1.134800e-009
800,9.670000e-006,3.702800e-006,8.156500e-010
805,6.791800e-006,2.607600e-006,5.862600e-010
810,4.770600e-006,1.836500e-006,4.213800e-010
815,3.355000e-006,1.295000e-006,3.031900e-010
820,2.353400e-006,9.109200e-007,2.175300e-010
825,1.637700e-006,6.356400e-007,1.547600e-010
830,0,0,0
835,0,0,0
840,0,0,0
845,0,0,0
850,0,0,0
855,0,0,0
860,0,0,0
865,0,0,0
870,0,0,0
875,0,0,0
880,0,0,0
885,0,0,0
890,0,0,0
895,0,0,0
900,0,0,0
905,0,0,0
910,0,0,0
915,0,0,0
920,0,0,0
925,0,0,0
930,0,0,0
935,0,0,0
940,0,0,0
945,0,0,0
950,0,0,0
955,0,0,0
960,0,0,0
965,0,0,0
970,0,0,0
975,0,0,0
980,0,0,0
985,0,0,0
990,0,0,0
995,0,0,0
1000,0,0,0
1005,0,0,0
1010,0,0,0
1015,0,0,0
1020,0,0,0
1025,0,0,0
1030,0,0,0
1035,0,0,0
1040,0,0,0
1045,0,0,0
1050,0,0,0
1055,0,0,0
1060,0,0,0
1065,0,0,0
1070,0,0,0
1075,0,0,0
1080,0,0,0
1085,0,0,0
1090,0,0,0
1095,0,0,0
1100,0,0,0
1105,0,0,0
1110,0,0,0
1115,0,0,0
1120,0,0,0
1125,0,0,0
1130,0,0,0
1135,0,0,0
1140,0,0,0
1145,0,0,0
1150,0,0,0
1155,0,0,0
1160,0,0,0
1165,0,0,0
1170,0,0,0
1175,0,0,0
1180,0,0,0
1185,0,0,0
1190,0,0,0
1195,0,0,0
1200,0,0,0
1205,0,0,0
1210,0,0,0
1215,0,0,0
1220,0,0,0
1225,0,0,0
1230,0,0,0
1235,0,0,0
1240,0,0,0
1245,0,0,0
1250,0,0,0
1255,0,0,0
1260,0,0,0
1265,0,0,0
1270,0,0,0
1275,0,0,0
1280,0,0,0
1285,0,0,0
1290,0,0,0
1295,0,0,0
1300,0,0,0
1305,0,0,0
1310,0,0,0
1315,0,0,0
1320,0,0,0
1325,0,0,0
1330,0,0,0
1335,0,0,0
1340,0,0,0
1345,0,0,0
1350,0,0,0
1355,0,0,0
1360,0,0,0
1365,0,0,0
1370,0,0,0
1375,0,0,0
1380,0,0,0
1385,0,0,0
1390,0,0,0
1395,0,0,0
1400,0,0,0
1405,0,0,0
1410,0,0,0
1415,0,0,0
1420,0,0,0
1425,0,0,0
1430,0,0,0
1435,0,0,0
1440,0,0,0
1445,0,0,0
1450,0,0,0
1455,0,0,0
1460,0,0,0
1465,0,0,0
1470,0,0,0
1475,0,0,0
1480,0,0,0
1485,0,0,0
1490,0,0,0
1495,0,0,0
1500,0,0,0
1505,0,0,0
1510,0,0,0
1515,0,0,0
1520,0,0,0
1525,0,0,0
1530,0,0,0
1535,0,0,0
1540,0,0,0
1545,0,0,0
1550,0,0,0
1555,0,0,0
1560,0,0,0
1565,0,0,0
1570,0,0,0
1575,0,0,0
1580,0,0,0
1585,0,0,0
1590,0,0,0
1595,0,0,0
1600,0,0,0
1605,0,0,0
1610,0,0,0
1615,0,0,0
1620,0,0,0
1625,0,0,0
1630,0,0,0
1635,0,0,0
1640,0,0,0
1645,0,0,0
1650,0,0,0
1655,0,0,0
1660,0,0,0
1665,0,0,0
1670,0,0,0
1675,0,0,0
1680,0,0,0
1685,0,0,0
1690,0,0,0
1695,0,0,0
1700,0,0,0
1705,0,0,0
1710,0,0,0
1715,0,0,0
1720,0,0,0
1725,0,0,0
1730,0,0,0
1735,0,0,0
1740,0,0,0
1745,0,0,0
1750,0,0,0
1755,0,0,0
1760,0,0,0
1765,0,0,0
1770,0,0,0
1775,0,0,0
1780,0,0,0
1785,0,0,0
1790,0,0,0
1795,0,0,0
1800,0,0,0
1805,0,0,0
1810,0,0,0
1815,0,0,0
1820,0,0,0
1825,0,0,0
1830,0,0,0
1835,0,0,0
1840,0,0,0
1845,0,0,0
1850,0,0,0
1855,0,0,0
1860,0,0,0
1865,0,0,0
1870,0,0,0
1875,0,0,0
1880,0,0,0
1885,0,0,0
1890,0,0,0
1895,0,0,0
1900,0,0,0
1905,0,0,0
1910,0,0,0
1915,0,0,0
1920,0,0,0
1925,0,0,0
1930,0,0,0
1935,0,0,0
1940,0,0,0
1945,0,0,0
1950,0,0,0
1955,0,0,0
1960,0,0,0
1965,0,0,0
1970,0,0,0
1975,0,0,0
1980,0,0,0
1985,0,0,0
1990,0,0,0
1995,0,0,0
2000,0,0,0
2005,0,0,0
2010,0,0,0
2015,0,0,0
2020,0,0,0
2025,0,0,0
2030,0,0,0
2035,0,0,0
2040,0,0,0
2045,0,0,0
2050,0,0,0
2055,0,0,0
2060,0,0,0
2065,0,0,0
2070,0,0,0
2075,0,0,0
2080,0,0,0
2085,0,0,0
2090,0,0,0
2095,0,0,0
2100,0,0,0
2105,0,0,0
2110,0,0,0
2115,0,0,0
2120,0,0,0
2125,0,0,0
2130,0,0,0
2135,0,0,0
2140,0,0,0
2145,0,0,0
2150,0,0,0
2155,0,0,0
2160,0,0,0
2165,0,0,0
2170,0,0,0
2175,0,0,0
2180,0,0,0
2185,0,0,0
2190,0,0,0
2195,0,0,0
2200,0,0,0
2205,0,0,0
2210,0,0,0
2215,0,0,0
2220,0,0,0
2225,0,0,0
2230,0,0,0
2235,0,0,0
2240,0,0,0
2245,0,0,0
2250,0,0,0
2255,0,0,0
2260,0,0,0
2265,0,0,0
2270,0,0,0
2275,0,0,0
2280,0,0,0
2285,0,0,0
2290,0,0,0
2295,0,0,0
2300,0,0,0
2305,0,0,0
2310,0,0,0
2315,0,0,0
2320,0,0,0
2325,0,0,0
2330,0,0,0
2335,0,0,0
2340,0,0,0
2345,0,0,0
2350,0,0,0
2355,0,0,0
2360,0,0,0
2365,0,0,0
2370,0,0,0
2375,0,0,0
2380,0,0,0
2385,0,0,0
2390,0,0,0
2395,0,0,0
2400,0,0,0
2405,0,0,0
2410,0,0,0
2415,0,0,0
2420,0,0,0
2425,0,0,0
2430,0,0,0
2435,0,0,0
2440,0,0,0
2445,0,0,0
2450,0,0,0
2455,0,0,0
2460,0,0,0
2465,0,0,0
2470,0,0,0
2475,0,0,0
2480,0,0,0
2485,0,0,0
2490,0,0,0
2495,0,0,0
2500,0,0,0
2505,0,0,0
2510,0,0,0
2515,0,0,0
2520,0,0,0
2525,0,0,0
2530,0,0,0
2535,0,0,0
2540,0,0,0
2545,0,0,0
2550,0,0,0
2555,0,0,0
2560,0,0,0
2565,0,0,0
2570,0,0,0
2575,0,0,0
2580,0,0,0
2585,0,0,0
2590,0,0,0
2595,0,0,0
2600,0,0,0
2605,0,0,0
2610,0,0,0
2615,0,0,0
2620,0,0,0
2625,0,0,0
2630,0,0,0
2635,0,0,0
2640,0,0,0
2645,0,0,0
2650,0,0,0
2655,0,0,0
2660,0,0,0
2665,0,0,0
2670,0,0,0
2675,0,0,0
2680,0,0,0
2685,0,0,0
2690,0,0,0
2695,0,0,0
2700,0,0,0
2705,0,0,0
2710,0,0,0
2715,0,0,0
2720,0,0,0
2725,0,0,0
2730,0,0,0
2735,0,0,0
2740,0,0,0
2745,0,0,0
2750,0,0,0
2755,0,0,0
2760,0,0,0
2765,0,0,0
2770,0,0,0
2775,0,0,0
2780,0,0,0
2785,0,0,0
2790,0,0,0
2795,0,0,0
2800,0,0,0
2805,0,0,0
2810,0,0,0
2815,0,0,0
2820,0,0,0
2825,0,0,0
2830,0,0,0
2835,0,0,0
2840,0,0,0
2845,0,0,0
2850,0,0,0
2855,0,0,0
2860,0,0,0
2865,0,0,0
2870,0,0,0
2875,0,0,0
2880,0,0,0
2885,0,0,0
2890,0,0,0
2895,0,0,0
2900,0,0,0
2905,0,0,0
2910,0,0,0
2915,0,0,0
2920,0,0,0
2925,0,0,0
2930,0,0,0
2935,0,0,0
2940,0,0,0
2945,0,0,0
2950,0,0,0
2955,0,0,0
2960,0,0,0
2965,0,0,0
2970,0,0,0
2975,0,0,0
2980,0,0,0
2985,0,0,0
2990,0,0,0
2995,0,0,0
3000,0,0,0
3005,0,0,0
3010,0,0,0
3015,0,0,0
3020,0,0,0
3025,0,0,0
3030,0,0,0
3035,0,0,0
3040,0,0,0
3045,0,0,0
3050,0,0,0
3055,0,0,0
3060,0,0,0
3065,0,0,0
3070,0,0,0
3075,0,0,0
3080,0,0,0
3085,0,0,0
3090,0,0,0
3095,0,0,0
3100,0,0,0
3105,0,0,0
3110,0,0,0
3115,0,0,0
3120,0,0,0
3125,0,0,0
3130,0,0,0
3135,0,0,0
3140,0,0,0
3145,0,0,0
3150,0,0,0
3155,0,0,0
3160,0,0,0
3165,0,0,0
3170,0,0,0
3175,0,0,0
3180,0,0,0
3185,0,0,0
3190,0,0,0
3195,0,0,0

